title,url,servings,ingredients,calories,carbohydrates,proteins,fats,tags
"Muffins de jamón, queso y verduras",https://recetas.lidl.es/recetas/muffins-de-jamon-queso-y-verduras,6,"[""2 cebollas dulces"", ""300 g aceite de oliva virgen extra"", ""4 espinacas"", ""150 ml pimienta"", ""250 g ajo granulado"", ""1 cucharada nuez moscada"", ""100 g huevos"", ""60 g leche"", ""60 g harina de trigo integral""]",385 kCal,30.23 g,19.66 g,17.94 g,"[""Aperitivos"", ""Desayunos y Meriendas"", ""La Cocina de Lidl"", ""P\u00edcnic"", ""Recetas con embutidos y quesos""]"
Tartitas de hojaldre con crema de papaya y coco,https://recetas.lidl.es/recetas/tartitas-de-hojaldre-con-crema-de-papaya-y-coco,4,"[""1 l\u00e1mina de hojaldre"", ""260 g papayas"", ""200 g queso fresco para untar skyir"", ""3 cucharadas coco rallado"", ""6 fresas"", ""1 kiwi""]",N/A,N/A,N/A,N/A,"[""Postres"", ""Postres y Dulces"", ""Canarias"", ""Regiones de Espa\u00f1a""]"
Pollo al limón,https://recetas.lidl.es/recetas/pollo-al-limon,4,"[""100 g harina de trigo"", ""50 g maicena"", ""150 ml agua"", ""500 g pechugas de pollo"", ""100 ml aceite de oliva suave""]",621 kCal,47.5 g,46.93 g,25.28 g,"[""Primeros"", ""Carne y Aves"", ""Asia"", ""Recetas del Mundo""]"
Langostinos al curry,https://recetas.lidl.es/recetas/langostinos-al-curry,2,"[""500 g langostinos"", ""1 aceite de oliva virgen extra"", ""1 cebolla dulce"", ""1 pimiento verde"", ""1 pimiento rojo"", ""150 g pimiento amarillo"", ""2 cucharditas br\u00f3coli"", ""1 cucharada sal"", ""350 g pimienta"", ""1 curry""]",1100 kCal,52.47 g,55.12 g,56.59 g,"[""Aperitivos"", ""Segundos"", ""Arroz, Legumbres y Cereales"", ""Pescado y Marisco"", ""Fruta y Verdura"", ""Asia"", ""La Cocina de Lidl""]"
Emplatar sushi,https://recetas.lidl.es/recetas/emplatar-sushi,4,"[""15 hosomaki""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Pescado y Marisco"", ""Asia""]"
Tiramisú,https://recetas.lidl.es/recetas/tiramisu,4,"[""1 caf\u00e9"", ""40 amaretto"", ""24 galletas de bizcocho""]",1114 kCal,99.24 g,21.67 g,70.1 g,"[""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""Italia"", ""Recetas del Mundo"", ""Cumplea\u00f1os""]"
Provolone al horno y champiñones,https://recetas.lidl.es/recetas/provolone-al-horno-y-champinones,4,"[""3 dientes de ajo"", ""500 g aceite de oliva virgen extra"", ""120 ml champi\u00f1ones""]",403 kCal,11.39 g,22.01 g,30.91 g,"[""Aperitivos"", ""Primeros"", ""Fruta y Verdura"", ""Vegetariana"", ""Italia"", ""Recetas del Mundo""]"
Arroz con leche y castañas,https://recetas.lidl.es/recetas/arroz-con-leche-y-castanas,5,"[""1 l leche"", ""1 rama canela"", ""1 c\u00e1scara lim\u00f3n"", ""200 g arroz"", ""100 g az\u00facar"", ""160 g casta\u00f1as de avellino""]",N/A,N/A,N/A,N/A,"[""Postres"", ""L\u00e1cteos y Huevos"", ""Vegetariana"", ""Recetas del Mundo"", ""Italia""]"
Bombones de gelatina,https://recetas.lidl.es/recetas/bombones-de-gelatina,4,"[""1 mango"", ""1 kiwi"", ""1 mandarina"", ""1 gelatina"", ""1 gelatina""]",222 kCal,12.04 g,42.97 g,0.22 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Vegana"", ""Verano"", ""Recetas para ni\u00f1os a partir de 3 a\u00f1os""]"
Espaguetis a la marinera,https://recetas.lidl.es/recetas/espaguetis-a-la-marinera,2,"[""250 g agua"", ""2 dientes sal"", ""60 g linguine de romero italiamo"", ""150 g aceite de oliva virgen extra"", ""65 g ajos"", ""100 g cebollas"", ""200 g langostinos""]",N/A,N/A,N/A,N/A,"[""Primeros"", ""Pasta y Pizza"", ""Recetas del Mundo"", ""Italia""]"
Muhammara,https://recetas.lidl.es/recetas/muhammara,4,[],379 kCal,4.18 g,9.25 g,24 g,"[""Aperitivos"", ""Fruta y Verdura"", ""Vegetariana"", ""Asia""]"
Bruschetta de tomate y mozzarella,https://recetas.lidl.es/recetas/bruschetta-de-tomate-y-mozzarella,4,"[""2 mozzarella"", ""200 g tomates cherry"", ""1 mitad cebolleta"", ""1 aceite de oliva virgen extra""]",558 kCal,65.56 g,22.53 g,22.05 g,"[""Aperitivos"", ""Recetas del Mundo"", ""Italia"", ""Recetas de bocadillos y tostadas"", ""Recetas con embutidos y quesos""]"
Nachos con pollo,https://recetas.lidl.es/recetas/nachos-con-pollo,6,"[""110 cebollas dulces"", ""1 pimiento verde"", ""1 pimiento rojo"", ""1 pimiento amarillo"", ""400 aceite de oliva"", ""4 pechugas de pollo"", ""250 tomate triturado"", ""2 sal"", ""1 pimienta""]",387 kCal,24.26 g,24.54 g,20.81 g,"[""Aperitivos"", ""Carne y Aves"", ""Fruta y Verdura"", ""M\u00e9xico"", ""P\u00edcnic""]"
Burritos vegetarianos,https://recetas.lidl.es/recetas/burritos-vegetarianos,8,"[""300 falafel"", ""3 aceite de oliva"", ""1 tomate frito"", ""150 curry"", ""1 piment\u00f3n"", ""50 or\u00e9gano"", ""1 comino""]",281 kCal,22.24 g,7.51 g,16.96 g,"[""Segundos"", ""Fruta y Verdura"", ""Vegetariana"", ""M\u00e9xico""]"
Crêpes de champiñones y queso,https://recetas.lidl.es/recetas/crepes-de-champinones-y-queso,3,"[""1 calabac\u00edn"", ""15 champi\u00f1ones"", ""6 aceite de oliva virgen extra"", ""90 crepes"", ""220 queso"", ""180 queso"", ""200 queso""]",N/A,N/A,N/A,N/A,"[""Primeros"", ""L\u00e1cteos y Huevos"", ""Fruta y Verdura"", ""Recetas del Mundo"", ""Francia""]"
Crêpes tres quesos con mandarina y pomelo,https://recetas.lidl.es/recetas/crepes-tres-quesos-con-mandarina-y-pomelo,5,"[""1 leche"", ""300 crepe"", ""200 queso brie"", ""300 queso"", ""240 queso de cabra"", ""400 mandarinas""]",816 kCal,60.31 g,40.3 g,44.75 g,"[""Postres"", ""L\u00e1cteos y Huevos"", ""Recetas del Mundo"", ""Francia""]"
Hot dog americano con salsa de queso cheddar,https://recetas.lidl.es/recetas/hot-dog-americano-con-salsa-de-queso-cheddar,4,"[""10 mantequilla"", ""15 harina de trigo"", ""140 leche"", ""80 queso cheddar""]",518 kCal,40.12 g,20.18 g,30.3 g,"[""Segundos"", ""Carne y Aves"", ""USA"", ""Recetas del Mundo""]"
Gofres con crema de yogur y fruta,https://recetas.lidl.es/recetas/gofres-con-crema-de-yogur-y-fruta,2,"[""4 fresas"", ""1 pl\u00e1tano"", ""190 nata montada"", ""150 yogur de ar\u00e1ndano rojo"", ""4 gofre"", ""30 crema de cacahuete"", ""2 ar\u00e1ndanos azules""]",N/A,N/A,N/A,N/A,"[""Postres"", ""Postres y Dulces"", ""Recetas del Mundo"", ""USA""]"
Barbacoa americana,https://recetas.lidl.es/recetas/barbacoa-americana,2,"[""2 salsa de miel"", ""45 panes de hamburguesa"", ""30 brotes tiernos"", ""10 lechuga iceberg"", ""2 zanahorias"", ""2 mayonesa"", ""400 mostaza en grano""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Carne y Aves"", ""Recetas del Mundo"", ""USA""]"
Hamburguesa perfecta,https://recetas.lidl.es/recetas/hamburguesa-perfecta,1,[],N/A,N/A,N/A,N/A,"[""Segundos"", ""Carne y Aves"", ""USA"", ""Recetas del Mundo""]"
Delicioso pancake americano,https://recetas.lidl.es/recetas/delicioso-pancake-americano,6,"[""1 preparado para pancakes"", ""400 leche""]",N/A,N/A,N/A,N/A,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""USA"", ""Recetas del Mundo""]"
Hamburguesa de vacuno,https://recetas.lidl.es/recetas/hamburguesa-de-vacuno,4,"[""2 aguacates"", ""1 cebolletas""]",1081 kCal,68.41 g,59.62 g,64.77 g,"[""Segundos"", ""Carne y Aves"", ""USA"", ""P\u00edcnic""]"
Nachos mexicanos,https://recetas.lidl.es/recetas/nachos-mexicanos,6,"[""2 tomates"", ""1 cebolleta"", ""2 perejil""]",571 kCal,39.75 g,22.64 g,33.62 g,"[""Aperitivos"", ""Arroz, Legumbres y Cereales"", ""Carne y Aves"", ""Fruta y Verdura"", ""M\u00e9xico"", ""La Cocina de Lidl""]"
Burritos de pollo,https://recetas.lidl.es/recetas/burritos-de-pollo,4,"[""300 agua"", ""1 sal"", ""1 pechugas de pollo"", ""1 cebolla"", ""2 pimiento rojo"", ""1 pimiento verde"", ""45 aceite de oliva"", ""40 especias mexicanas"", ""4 salsa light para tacos""]",660 kCal,41.91 g,32.29 g,38.38 g,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""Fruta y Verdura"", ""M\u00e9xico"", ""Recetas del Mundo""]"
Pizza de aguacate y salmón con base de quinoa,https://recetas.lidl.es/recetas/pizza-de-aguacate-y-salmon-con-base-de-quinoa,6,"[""100 g quinoa"", ""1 cucharada sal"", ""0.5 cucharadita aceite de oliva virgen extra"", ""60 ml levadura en polvo""]",179 kCal,12.84 g,9.07 g,10.19 g,"[""Aperitivos"", ""Segundos"", ""Primeros"", ""Pasta y Pizza"", ""Bio"", ""La Cocina de Lidl""]"
Brownie flan,https://recetas.lidl.es/recetas/brownie-flan,8,"[""300 leche condensada"", ""350 leche"", ""4 huevos""]",289 kCal,45.68 g,12.27 g,15.61 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Bio""]"
Guiso de tofu y nuggets veganos con salsa,https://recetas.lidl.es/recetas/guiso-de-tofu-y-nuggets-veganos-con-salsa,4,"[""150 g guisantes"", ""300 g sal"", ""0.5 ud aceite de oliva virgen extra"", ""260 g tofu"", ""70 g cebolla""]",496 kCal,40.39 g,16.84 g,30.13 g,"[""Primeros"", ""Vegetariana"", ""Vegana"", ""La Cocina de Lidl"", ""Recetas con productos Vemondo""]"
Lasaña de salmón y verduras,https://recetas.lidl.es/recetas/lasana-de-salmon-y-verduras,4,"[""200 g l\u00e1minas de lasa\u00f1a"", ""2 filetes salm\u00f3n"", ""1 cebolla"", ""1 zanahoria"", ""1 pimiento rojo"", ""200 g aceite de oliva"", ""50 g sal""]",393 kCal,44.72 g,17.6 g,16.06 g,"[""Segundos"", ""Primeros"", ""Pescado y Marisco"", ""Fruta y Verdura"", ""Recetas para ni\u00f1os a partir de 3 a\u00f1os""]"
3 aperitivos con embutidos,https://recetas.lidl.es/recetas/3-aperitivos-con-embutidos,4,"[""80 g barras de pan"", ""4 lonchas queso"", ""8 hierbas arom\u00e1ticas""]",677 kCal,102.62 g,23.86 g,18.77 g,"[""Aperitivos"", ""P\u00edcnic"", ""Cumplea\u00f1os"", ""Recetas con embutidos y quesos"", ""Recetas de bocadillos y tostadas""]"
Salmón crujiente con frutos secos y crema de calabaza,https://recetas.lidl.es/recetas/salmon-crujiente-con-frutos-secos-y-crema-de-calabaza,2,"[""2 filetes salm\u00f3n"", ""200 g calabazas"", ""30 g queso de untar"", ""20 g pistachos"", ""20 g nueces pecanas"", ""20 g nueces de macadamia"", ""2 cucharadas aceite de oliva"", ""1 cucharadita piment\u00f3n""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Pescado y Marisco"", ""Canarias"", ""Regiones de Espa\u00f1a""]"
Tabla de antipasti,https://recetas.lidl.es/recetas/tabla-de-antipasti,6,"[""300 g piadina"", ""100 g salami"", ""150 g mozzarella de b\u00fafala""]",973 kCal,69.22 g,49.17 g,57.12 g,"[""Aperitivos"", ""Pan y Masas"", ""Italia"", ""Recetas del Mundo"", ""La Cocina de Lidl"", ""Recetas con embutidos y quesos""]"
3 recetas con fresas para San Valentín,https://recetas.lidl.es/recetas/3-recetas-con-fresas-para-san-valentin,4,"[""250 ml leche"", ""2 uds huevos"", ""5 g az\u00facar"", ""5 g az\u00facar avainillado"", ""125 g harina de trigo"", ""30 g mantequilla"", ""100 g mascarpones"", ""6 uds fresas"", ""80 g chocolate con leche""]",724 kCal,85.47 g,11.9 g,57.93 g,"[""Aperitivos"", ""Desayunos y Meriendas"", ""Fruta y Verdura"", ""La Cocina de Lidl"", ""San Valent\u00edn""]"
Lomo bajo de ternera con puré de manzana y romero,https://recetas.lidl.es/recetas/lomo-bajo-de-ternera-con-pure-de-manzana-y-romero,4,"[""2 uds manzanas golden"", ""30 g az\u00facar moreno"", ""0.5 lim\u00f3n"", ""10 ml brandy""]",424 kCal,27.07 g,29.55 g,21.24 g,"[""Segundos"", ""Carne y Aves"", ""La Cocina de Lidl""]"
Orejas de carnaval,https://recetas.lidl.es/recetas/orejas-de-carnaval,4,"[""1 ud huevo"", ""65 ml agua"", ""250 g harina de trigo"", ""65 g mantequilla"", ""50 g sal"", ""1 ud az\u00facar""]",618 kCal,58.09 g,7.36 g,38.96 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces""]"
Batch cooking para la semana,https://recetas.lidl.es/recetas/batch-cooking-para-la-semana,4,"[""4 dientes aceite de oliva virgen extra"", ""2 uds ajos"", ""4 uds cebollas"", ""850 ml zanahorias"", ""300 g tomate triturado""]",1615 kCal,155.85 g,85.21 g,64.61 g,"[""Segundos"", ""Primeros"", ""Batch cooking"", ""La Cocina de Lidl"", ""Recetas de aprovechamiento""]"
Solomillo de pollo con finas hierbas y salsa de calabaza,https://recetas.lidl.es/recetas/solomillo-de-pollo-con-finas-hierbas-y-salsa-de-calabaza,4,"[""400 g solomillos de pollo""]",429 kCal,13.56 g,25 g,30.95 g,"[""Segundos"", ""Carne y Aves""]"
Pan de miel,https://recetas.lidl.es/recetas/pan-de-miel,8,"[""600 harina de fuerza"", ""1 levadura"", ""300 agua"", ""30 miel"", ""30 mantequilla"", ""4 huevos"", ""1 canela molida"", ""1 jengibre"", ""1.5 sal""]",N/A,N/A,N/A,N/A,"[""Desayunos y Meriendas"", ""Vegetariana"", ""Panificadora"", ""Recetas de bocadillos y tostadas""]"
Pan de romero,https://recetas.lidl.es/recetas/pan-de-romero,8,"[""500 harina de fuerza"", ""1 sal"", ""1 levadura"", ""350 agua"", ""1 romero"", ""1 albahaca"", ""1 tomillo""]",N/A,N/A,N/A,N/A,"[""Desayunos y Meriendas"", ""Vegetariana"", ""Panificadora"", ""Recetas de bocadillos y tostadas""]"
Mermelada de tomate,https://recetas.lidl.es/recetas/mermelada-de-tomate,8,"[""1 tomate"", ""1 az\u00facar"", ""1 lima"", ""2 jengibre"", ""0.5 canela"", ""2 gelatina""]",N/A,N/A,N/A,N/A,"[""Postres"", ""Fruta y Verdura"", ""Vegetariana"", ""Panificadora""]"
Pan integral sin gluten,https://recetas.lidl.es/recetas/pan-integral-sin-gluten,8,"[""450 agua"", ""50 aceite de oliva virgen extra"", ""1 preparado panificable sin gluten belbake"", ""50 almendras fritas y saladas""]",N/A,N/A,N/A,N/A,"[""Desayunos y Meriendas"", ""Sin gluten"", ""Panificadora"", ""Recetas de bocadillos y tostadas""]"
Pan de molde sin lactosa y sin gluten,https://recetas.lidl.es/recetas/pan-de-molde-sin-lactosa-y-sin-gluten,8,"[""150 agua"", ""150 leche sin lactosa"", ""35 aceite de oliva suave"", ""340 preparado panificable sin gluten belbake"", ""20 levadura fresca"", ""5 az\u00facar moreno"", ""7 sal""]",206 kCal,36 g,2.48 g,5.7 g,"[""Desayunos y Meriendas"", ""Sin lactosa"", ""Sin gluten"", ""Panificadora"", ""Recetas de bocadillos y tostadas""]"
Mermelada de naranja,https://recetas.lidl.es/recetas/mermelada-de-naranja,10,"[""500 naranjas"", ""1 lim\u00f3n"", ""2 agua"", ""20 miel""]",31 kCal,5.8 g,0.71 g,0.14 g,"[""Desayunos y Meriendas"", ""Fruta y Verdura"", ""Panificadora""]"
Pan casero vegano con semillas,https://recetas.lidl.es/recetas/pan-casero-vegano-con-semillas,4,"[""325 g bebida de avena"", ""7 g levadura fresca"", ""30 g az\u00facar"", ""200 g harina de fuerza"", ""300 g harina de trigo integral"", ""40 g aceite de oliva virgen extra"", ""10 g sal""]",617 kCal,90.88 g,17.86 g,14.85 g,"[""Aperitivos"", ""Pan y Masas"", ""Vegetariana"", ""Vegana"", ""P\u00edcnic"", ""Recetas con productos Vemondo""]"
Magdalenas de plátano y crema de cacahuete,https://recetas.lidl.es/recetas/magdalenas-de-platano-y-crema-de-cacahuete,8,"[""2 uds pl\u00e1tanos"", ""100 g crema de cacahuete"", ""2 uds huevos"", ""130 harina"", ""1 cucharada vainilla"", ""1 cucharada levadura""]",N/A,N/A,N/A,N/A,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces"", ""Canarias""]"
Panecillos rellenos de carne,https://recetas.lidl.es/recetas/panecillos-rellenos-de-carne,4,"[""1 aceite de oliva virgen extra"", ""200 g diente de ajo"", ""300 g champi\u00f1ones"", ""250 g carne de ternera picada"", ""8 tomate frito"", ""8 nuez moscada""]",410 kCal,37.05 g,23.33 g,21.27 g,"[""Aperitivos"", ""Carne y Aves""]"
Bizcocho de frutos secos,https://recetas.lidl.es/recetas/bizcocho-de-frutos-secos,8,"[""4 uds huevos"", ""1 ud yogur natural"", ""125 g mantequilla"", ""60 g az\u00facar"", ""300 g harina de trigo""]",346 kCal,35.87 g,7.44 g,18.68 g,"[""Desayunos y Meriendas"", ""Postres"", ""Postres y Dulces""]"
Helado casero de plátano y cacao,https://recetas.lidl.es/recetas/helado-casero-de-platano-y-cacao,8,"[""4 pl\u00e1tanos"", ""0.5 yogur natural"", ""2 cucharadas cacao en polvo"", ""150 g nueces"", ""2 huevos"", ""80 g pasas"", ""1 lim\u00f3n"", ""50 g copos de avena"", ""70 g cobertura de chocolate con leche"", ""70 g cobertura de chocolate blanco"", ""8 cucurucho""]",354 kCal,36.67 g,8.13 g,19.49 g,"[""Postres"", ""Postres y Dulces"", ""Vuelta al cole"", ""Recetas para ni\u00f1os a partir de 12 meses""]"
Focaccia de aceitunas,https://recetas.lidl.es/recetas/focaccia-de-aceitunas,7,"[""400 harina"", ""250 agua"", ""1 az\u00facar"", ""1 sal"", ""6 aceite de oliva"", ""180 tomates cherry"", ""12 aceitunas negras"", ""1 albahaca""]",N/A,N/A,N/A,N/A,"[""Aperitivos"", ""Pan y Masas"", ""Vegana"", ""Recetas del Mundo"", ""Italia""]"
Cannolo siciliano,https://recetas.lidl.es/recetas/cannolo-siciliano,8,"[""30 mantequilla"", ""15 miel"", ""10 caf\u00e9 soluble"", ""30 vino blanco"", ""1 huevo"", ""250 harina""]",N/A,N/A,N/A,N/A,"[""Postres"", ""Postres y Dulces"", ""Recetas del Mundo"", ""Italia""]"
Tarta de queso ricotta,https://recetas.lidl.es/recetas/tarta-de-queso-ricotta,10,"[""6 huevos"", ""150 az\u00facar moreno"", ""500 queso ricotta"", ""100 leche"", ""85 licor de lim\u00f3n"", ""300 harina"", ""1 levadura"", ""100 aceite de oliva suave""]",N/A,N/A,N/A,N/A,"[""Postres"", ""L\u00e1cteos y Huevos"", ""Vegetariana"", ""Recetas del Mundo"", ""Italia""]"
Pizza margarita,https://recetas.lidl.es/recetas/pizza-margarita,2,"[""260 harina de fuerza"", ""2 levadura"", ""5 sal"", ""165 agua"", ""10 aceite de oliva virgen extra""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Primeros"", ""Pasta y Pizza"", ""Vegetariana"", ""Italia"", ""Recetas del Mundo""]"
Farfalle alla norma,https://recetas.lidl.es/recetas/farfalle-alla-norma,2,"[""1 berenjena"", ""60 cebollas"", ""1 ajo"", ""100 aceite de oliva virgen extra"", ""200 tomates cherry"", ""250 salsa de tomate y albahaca"", ""75 hierbas arom\u00e1ticas estilo provenzal""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Pasta y Pizza"", ""Vegetariana"", ""Italia"", ""Recetas del Mundo""]"
Mousse de café,https://recetas.lidl.es/recetas/mousse-de-cafe,4,"[""3 gelatina"", ""100 caf\u00e9 helado"", ""3 huevos"", ""225 az\u00facar"", ""250 nata montada"", ""250 mascarpones"", ""8 galleta amaretti""]",N/A,N/A,N/A,N/A,"[""Postres"", ""Postres y Dulces"", ""Vegetariana"", ""Italia"", ""Recetas del Mundo""]"
Hojaldre con mascarpone,https://recetas.lidl.es/recetas/hojaldre-con-mascarpone,4,"[""1 palmine"", ""500 mascarpones"", ""5 huevos"", ""50 agua"", ""125 az\u00facar glas"", ""150 cobertura de chocolate"", ""2 nata"", ""5 agua""]",N/A,N/A,N/A,N/A,"[""Postres"", ""Postres y Dulces"", ""Pan y Masas"", ""Vegetariana"", ""Recetas del Mundo"", ""Italia"", ""Cumplea\u00f1os""]"
Pennonis rellenos,https://recetas.lidl.es/recetas/pennonis-rellenos,4,"[""500 penne"", ""500 carne de ternera picada"", ""1 bechamel"", ""1 mozzarella"", ""1 queso parmesano"", ""1 salsa de tomate y albahaca""]",N/A,N/A,N/A,N/A,"[""Primeros"", ""Pasta y Pizza"", ""Recetas del Mundo"", ""Italia""]"
Piadina italiana de jamón,https://recetas.lidl.es/recetas/piadina-italiana-de-jamon,4,"[""4 pan piada"", ""2 salsa de tomate y albahaca"", ""150 r\u00facula""]",645 kCal,52.07 g,28.63 g,34.73 g,"[""Primeros"", ""Carne y Aves"", ""Pan y Masas"", ""Fruta y Verdura"", ""Recetas del Mundo"", ""Italia"", ""P\u00edcnic""]"
Frittata,https://recetas.lidl.es/recetas/frittata,4,"[""6 huevos"", ""200 calabacines asados"", ""100 tomate seco"", ""250 mozzarella de b\u00fafala"", ""200 champi\u00f1ones"", ""1 cebolla"", ""100 leche"", ""1 queso pecorino""]",N/A,N/A,N/A,N/A,"[""Primeros"", ""L\u00e1cteos y Huevos"", ""Vegetariana"", ""Recetas del Mundo"", ""Italia""]"
Panna Cotta,https://recetas.lidl.es/recetas/panna-cotta,4,"[""250 mascarpones"", ""250 nata"", ""75 az\u00facar"", ""3 gelatina"", ""250 mermelada de fresa""]",N/A,N/A,N/A,N/A,"[""Postres"", ""L\u00e1cteos y Huevos"", ""Vegetariana"", ""Recetas del Mundo"", ""Italia""]"
Lasaña a la boloñesa,https://recetas.lidl.es/recetas/lasana-a-la-bolonesa,6,"[""1 ud zanahoria"", ""1 ud apio"", ""1 ud cebolla"", ""0.5 ud pimiento rojo"", ""50 ml vino tinto"", ""300 bechamel"", ""75 g queso parmesano"", ""250 g sal"", ""400 g pimienta"", ""330 g l\u00e1minas de lasa\u00f1a""]",404 kCal,37 g,18.1 g,10.4 g,"[""Primeros"", ""Pasta y Pizza"", ""Recetas del Mundo"", ""Italia""]"
Gnocchi a la sorrentina,https://recetas.lidl.es/recetas/gnocchi-a-la-sorrentina,4,"[""800 gnocchis"", ""500 sugo al pomodoro con basilico italiamo"", ""200 mozzarella de b\u00fafala"", ""1 berenjena"", ""80 queso parmesano"", ""1 aceite de oliva virgen extra"", ""0.5 ajo""]",N/A,N/A,N/A,N/A,"[""Primeros"", ""Pasta y Pizza"", ""Fruta y Verdura"", ""Vegetariana"", ""Recetas del Mundo"", ""Italia""]"
Risotto de queso con nueces y vasitos de mascarpone,https://recetas.lidl.es/recetas/risotto-de-queso-con-nueces-y-vasitos-de-mascarpone,4,"[""100 g aceite de oliva virgen extra"", ""100 g cebollas"", ""500 ml champi\u00f1\u00f3n portobello"", ""350 g caldo de pollo"", ""35 g risotto"", ""45 g mantequilla""]",922 kCal,121.5 g,19.94 g,39.33 g,"[""Postres"", ""Primeros"", ""Postres y Dulces"", ""Arroz, Legumbres y Cereales"", ""Italia"", ""La Cocina de Lidl""]"
Menú siciliano,https://recetas.lidl.es/recetas/menu-siciliano,4,"[""1 aceite de oliva virgen extra"", ""1 cebolla"", ""1 pimiento verde"", ""1 rama berenjena"", ""2 apio"", ""300 g tomates"", ""15 g salsa de tomate""]",855 kCal,130.85 g,19.89 g,27.71 g,"[""Segundos"", ""Postres"", ""Primeros"", ""Postres y Dulces"", ""Pasta y Pizza"", ""Fruta y Verdura"", ""Recetas del Mundo"", ""Italia"", ""La Cocina de Lidl""]"
Parmigiana de berenjenas,https://recetas.lidl.es/recetas/parmigiana-de-berenjenas,4,"[""0.5 aceite de oliva virgen extra"", ""500 cebolla""]",451 kCal,18.85 g,22.81 g,113.29 g,"[""Primeros"", ""Fruta y Verdura"", ""Vegetariana"", ""Italia""]"
Nuggets con salteado de verduras y cuscús,https://recetas.lidl.es/recetas/nuggets-con-salteado-de-verduras-y-cuscus,4,"[""100 g cusc\u00fas"", ""100 ml aceite de oliva"", ""1 ud agua"", ""1 ud cebolla"", ""1 ud pimiento verde"", ""1 ud pollo"", ""50 g huevo"", ""1 ud pan rallado"", ""1 ud pepino"", ""20 g pimiento rojo""]",326 kCal,33.96 g,14.43 g,14.72 g,"[""Primeros"", ""Carne y Aves"", ""Fruta y Verdura"", ""Recetas para ni\u00f1os a partir de 12 meses""]"
Sándwich de jamón y manzana con té negro,https://recetas.lidl.es/recetas/sandwich-de-jamon-y-manzana-con-te-negro,1,"[""1 mitad manzana roja"", ""2 cucharadas aceite de oliva virgen extra"", ""2 lonchas hogaza campe\u00f3n del mundo""]",N/A,N/A,N/A,N/A,"[""Desayunos y Meriendas"", ""Recetas de bocadillos y tostadas"", ""Recetas con embutidos y quesos""]"
Sándwich club,https://recetas.lidl.es/recetas/sandwich-club,2,"[""6 rebanadas pan de cereales"", ""2 salsa light para ensalada"", ""3 lechuga"", ""2 lonchas tomates"", ""4 lonchas solomillos de pollo""]",N/A,N/A,N/A,N/A,"[""Segundos"", ""Primeros"", ""Carne y Aves"", ""Fruta y Verdura"", ""Recetas de bocadillos y tostadas"", ""Recetas con embutidos y quesos""]"
Bocadillo vegetal con pavo,https://recetas.lidl.es/recetas/bocadillo-vegetal-con-pavo,2,"[""60 g cebollas rojas"", ""1 lima"", ""1 aguacate"", ""2 tomates"", ""1 flauta de cereales"", ""6 lonchas r\u00facula"", ""4 lonchas pechuga de pavo""]",497 kCal,26.18 g,24.69 g,35.59 g,"[""Segundos"", ""Recetas de bocadillos y tostadas"", ""Recetas con embutidos y quesos""]"
Dos ideas de bocadillos,https://recetas.lidl.es/recetas/dos-ideas-de-bocadillos,4,"[""2 barras de pan"", ""50 g mantequilla"", ""90 g salsa de pesto rojo"", ""100 g queso emmental"", ""100 g pechuga de pavo"", ""100 g queso harvati""]",1234 kCal,68.84 g,48.59 g,84.67 g,"[""Desayunos y Meriendas"", ""Segundos"", ""P\u00edcnic"", ""Recetas con embutidos y quesos"", ""Recetas de bocadillos y tostadas""]"
Butifarra con mongetes y alioli casero,https://recetas.lidl.es/recetas/butifarra-con-mongetes-y-alioli-casero,4,"[""445 g butifarras"", ""2 dientes aceite de oliva virgen extra"", ""400 g ajos""]",1407 kCal,15.22 g,24.61 g,137.19 g,"[""Primeros"", ""Arroz, Legumbres y Cereales"", ""Carne y Aves"", ""Regiones de Espa\u00f1a""]"
Solomillo en salsa de granada y Pedro Ximénez,https://recetas.lidl.es/recetas/solomillo-en-salsa-de-granada-y-pedro-ximenez,4,"[""800 g sal"", ""1 ud solomillos de pavo"", ""0.5 ud aceite de oliva virgen extra"", ""1 ud cebolla"", ""250 ml granada""]",647 kCal,61.08 g,53.62 g,19.57 g,"[""Primeros"", ""Carne y Aves"", ""Fruta y Verdura""]"
Cómo montar una tabla de quesos,https://recetas.lidl.es/recetas/como-montar-una-tabla-de-quesos,4,"[""100 g queso brie"", ""100 g queso"", ""100 g queso"", ""100 g queso"", ""100 g queso"", ""100 g queso"", ""100 g queso gouda"", ""100 g queso fresco""]",1081 kCal,55.66 g,49.73 g,72.07 g,"[""Aperitivos"", ""L\u00e1cteos y Huevos"", ""P\u00edcnic"", ""La Cocina de Lidl""]"
